"filename", "language", "JSON with Comments", "JSON", "TypeScript", "Markdown", "MS SQL", "Prisma", "JavaScript", "Docker", "Ignore", "YAML", "comment", "blank", "total"
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\common\errors\application\application.error.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\common\errors\application\errors\conflictApp.error.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\common\errors\application\errors\notFoundApp.error.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\common\errors\domain\domain.error.ts", "TypeScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\common\errors\domain\errors\validation.error.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\common\errors\index.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\common\errors\infrastructure\errors\dependencyUnavailable.error.ts", "TypeScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\common\errors\infrastructure\errors\persistence.error.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\common\errors\infrastructure\infrastructure.error.ts", "TypeScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 2, 21
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\common\errors\server\server.error.ts", "TypeScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\common\filters\globalException.filter.ts", "TypeScript", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 6, 41
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\common\interceptors\loggining.intrceptor.ts", "TypeScript", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 5, 34
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\main.ts", "TypeScript", 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 13, 78
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\api\gRPC\chat.grpc.controller.ts", "TypeScript", 0, 0, 121, 0, 0, 0, 0, 0, 0, 0, 0, 21, 142
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\api\gRPC\mappers\memberRole.mapper.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\api\gRPC\mappers\messageKind.mapper.ts", "TypeScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\api\gRPC\mappers\timeStamp.mapper.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\api\gRPC\mappers\toGrpcChat.mapper.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\api\gRPC\mappers\toGrpcChatParticipant.mapper.ts", "TypeScript", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\api\gRPC\mappers\toGrpcChatUserState.mapper.ts", "TypeScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\api\gRPC\mappers\toGrpcChatViews.mapper.ts", "TypeScript", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 3, 31
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\api\gRPC\mappers\toGrpcMessage.mapper.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\api\gRPC\mappers\toTimeStampOrUndefined.mapper.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\chat.application-support.ts", "TypeScript", 0, 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 31, 200
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\chat.new.facade.ts", "TypeScript", 0, 0, 186, 0, 0, 0, 0, 0, 0, 0, 0, 24, 210
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\add-members\add-members.command.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\add-members\add-members.handler.ts", "TypeScript", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 7, 42
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\archive-chat\archive-chat.command.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\archive-chat\archive-chat.handler.ts", "TypeScript", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\create-chat\create-chat.command.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\create-chat\create-chat.handler.ts", "TypeScript", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 11, 68
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\delete-chat\delete-chat.command.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\delete-chat\delete-chat.handler.ts", "TypeScript", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 4, 25
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\delete-message\delete-message.command.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\delete-message\delete-message.handler.ts", "TypeScript", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 5, 35
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\dto\add-members.dto.ts", "TypeScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\dto\archive-chat.dto.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\dto\create-chat.dto.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\dto\delete-chat.dto.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\dto\delete-message.dto.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\dto\leave-chat.dto.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\dto\mark-as-read.dto.ts", "TypeScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\dto\mute-chat.dto.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\dto\remove-member.dto.ts", "TypeScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\dto\send-message.dto.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\dto\unarchive-chat.dto.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\dto\unmute-chat.dto.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\dto\update-chat.dto.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\dto\update-message.dto.ts", "TypeScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\leave-chat\leave-chat.command.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\leave-chat\leave-chat.handler.ts", "TypeScript", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 4, 28
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\mark-as-read\mark-as-read.command.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\mark-as-read\mark-as-read.handler.ts", "TypeScript", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 5, 40
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\mute-chat\mute-chat.command.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\mute-chat\mute-chat.handler.ts", "TypeScript", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 5, 29
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\remove-member\remove-member.command.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\remove-member\remove-member.handler.ts", "TypeScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 5, 32
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\send-message\send-message.command.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\send-message\send-message.handler.ts", "TypeScript", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 7, 44
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\unarchive-chat\unarchive-chat.command.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\unarchive-chat\unarchive-chat.handler.ts", "TypeScript", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\unmute-chat\unmute-chat.command.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\unmute-chat\unmute-chat.handler.ts", "TypeScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 5, 32
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\update-chat\update-chat.command.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\update-chat\update-chat.handler.ts", "TypeScript", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\update-message\update-message.command.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\commands\update-message\update-message.handler.ts", "TypeScript", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 5, 35
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\events\create-chat\create-chat.handler.ts", "TypeScript", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 5, 27
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\index.ts", "TypeScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\queries\dto\get-chat-members.dto.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\queries\dto\get-chat.dto.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\queries\dto\list-chats.dto.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\queries\dto\list-messages.dto.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\queries\get-chat-members\get-chat-members.handler.ts", "TypeScript", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 3, 24
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\queries\get-chat-members\get-chat-members.query.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\queries\get-chat\get-chat.command.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\queries\get-chat\get-chat.handler.ts", "TypeScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\queries\list-chats\list-chats.handler.ts", "TypeScript", 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 7, 68
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\queries\list-chats\list-chats.query.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\queries\list-messages\list-messages.handler.ts", "TypeScript", 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 7, 60
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\application\queries\list-messages\list-messages.query.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\chat.module.ts", "TypeScript", 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 5, 88
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\domain\chat\chat.aggregate.ts", "TypeScript", 0, 0, 170, 0, 0, 0, 0, 0, 0, 0, 0, 40, 210
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\domain\chat\chat.interface.ts", "TypeScript", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 5, 40
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\domain\chat\events\chat-created.event.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\domain\common\aggregate-root.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\domain\index.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\domain\member\member.aggregate.ts", "TypeScript", 0, 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 37, 180
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\domain\member\member.interface.ts", "TypeScript", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 7, 49
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\domain\message\message.aggregate.ts", "TypeScript", 0, 0, 136, 0, 0, 0, 0, 0, 0, 0, 0, 29, 165
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\domain\message\message.interface.ts", "TypeScript", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 4, 35
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\providers\amqp\amqp.adapter.ts", "TypeScript", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 2, 33
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\providers\amqp\amqp.port.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\providers\auth-grpc\auth-grpc.adapter.ts", "TypeScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 2, 28
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\providers\auth-grpc\auth-grpc.port.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\providers\index.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\providers\prisma\prisma.adapter.ts", "TypeScript", 0, 0, 330, 0, 0, 0, 0, 0, 0, 0, 0, 29, 359
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\providers\prisma\prisma.port.ts", "TypeScript", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 11, 65
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\providers\redis\redis.adapter.ts", "TypeScript", 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 12, 130
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\chat\providers\redis\redis.port.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\core\amqp\amqp.config.ts", "TypeScript", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\core\amqp\amqp.module.ts", "TypeScript", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\core\amqp\amqp.service.ts", "TypeScript", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 12, 61
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\core\prisma\prisma.module.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\core\prisma\prisma.service.ts", "TypeScript", 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 5, 57
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\core\redis\redis.config.ts", "TypeScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\core\redis\redis.module.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\src\modules\core\redis\redis.service.ts", "TypeScript", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 8, 56
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\tsconfig.build.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\User\Desktop\NestAuth\microservices\chat-ms\tsconfig.json", "JSON with Comments", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26
"c:\Users\User\Desktop\NestAuth\microservices\docker\docker-compose.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 18, 8, 80
"c:\Users\User\Desktop\NestAuth\microservices\gateway-service\.prettierrc", "JSON", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\User\Desktop\NestAuth\microservices\gateway-service\README.md", "Markdown", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 2, 29, 99
"c:\Users\User\Desktop\NestAuth\microservices\gateway-service\eslint.config.mjs", "JavaScript", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 1, 9, 48
"c:\Users\User\Desktop\NestAuth\microservices\gateway-service\nest-cli.json", "JSON", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\User\Desktop\NestAuth\microservices\gateway-service\package-lock.json", "JSON", 0, 12992, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12993
"c:\Users\User\Desktop\NestAuth\microservices\gateway-service\package.json", "JSON", 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 94
"c:\Users\User\Desktop\NestAuth\microservices\gateway-service\src\app.module.ts", "TypeScript", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 11, 2, 44
"c:\Users\User\Desktop\NestAuth\microservices\gateway-service\src\common\config\authGrpc.config.ts", "TypeScript", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24
"c:\Users\User\Desktop\NestAuth\microservices\gateway-service\src\common\config\chatGrpc.config.ts", "TypeScript", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24
"c:\Users\User\Desktop\NestAuth\microservices\gateway-service\src\common\config\cors.config.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\User\Desktop\NestAuth\microservices\gateway-service\src\common\config\index.ts", "TypeScript", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\User\Desktop\NestAuth\microservices\gateway-service\src\common\config\swager.config.ts", "TypeScript", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 4, 34
"c:\Users\User\Desktop\NestAuth\microservices\gateway-service\src\common\config\userGrpc.config.ts", "TypeScript", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 2, 27
"c:\Users\User\Desktop\NestAuth\microservices\gateway-service\src\common\config\validation-pipe.config.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20
"c:\Users\User\Desktop\NestAuth\microservices\gateway-service\src\common\decorators\swagger.decorator.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\User\Desktop\NestAuth\microservices\gateway-service\src\common\decorators\userRefreshToken.decorator.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"c:\Users\User\Desktop\NestAuth\microservices\gateway-service\src\common\errors\gql.error.ts", "TypeScript", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 6, 31
"c:\Users\User\Desktop\NestAuth\microservices\gateway-service\src\common\filters\http-exception.filter.ts", "TypeScript", 0, 0, 185, 0, 0, 0, 0, 0, 0, 0, 0, 30, 215
"c:\Users\User\Desktop\NestAuth\microservices\gateway-service\src\common\guards\gql-throttler.quard.ts", "TypeScript", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 7, 27
"c:\Users\User\Desktop\NestAuth\microservices\gateway-service\src\common\interceptors\cookie.interceptor.ts", "TypeScript", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 4, 42
"c:\Users\User\Desktop\NestAuth\microservices\gateway-service\src\common\interceptors\loggining.intrceptor.ts", "TypeScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"c:\Users\User\Desktop\NestAuth\microservices\gateway-service\src\common\interceptors\response.interceptor.ts", "TypeScript", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 5, 41
"c:\Users\User\Desktop\NestAuth\microservices\gateway-service\src\main.ts", "TypeScript", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 12, 60
"c:\Users\User\Desktop\NestAuth\microservices\gateway-service\src\modules\core\redis\redis-io.adapter.ts", "TypeScript", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 15, 57
"c:\Users\User\Desktop\NestAuth\microservices\gateway-service\src\modules\core\redis\redis.config.ts", "TypeScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
"c:\Users\User\Desktop\NestAuth\microservices\gateway-service\src\modules\core\redis\redis.module.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\User\Desktop\NestAuth\microservices\gateway-service\src\modules\core\redis\redis.service.ts", "TypeScript", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 9, 51
"c:\Users\User\Desktop\NestAuth\microservices\gateway-service\src\modules\core\ws\ws.module.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 26, 4, 38
